I,Q
-0.054949279,0.166957916
-0.040054874,0.017953268
-0.08771466,-0.121438458
-0.189532756,-0.236477106
-0.291251336,-0.27799828
-0.361542869,-0.232279643
-0.363606355,-0.109958422
-0.303726849,0.07639026
-0.225417236,0.247648601
-0.16607631,0.369379821
-0.167166827,0.379614434
-0.230035077,0.266169461
-0.31231976,0.071872213
-0.370503832,-0.173366408
-0.350315811,-0.364840238
-0.230360112,-0.475542942
-0.051192838,-0.468963213
0.159841928,-0.366225296
0.312145891,-0.232312896
0.387578114,-0.107533916
0.370419222,-0.050956568
0.291412873,-0.062466124
0.210801413,-0.117148493
0.161756626,-0.179038631
0.168097261,-0.201279103
0.213661203,-0.168905571
0.253788002,-0.096590268
0.250996016,-0.004504053
0.184034098,0.06039089
0.049664433,0.085489889
-0.099023033,0.065294238
-0.239904628,0.012923371
-0.31871241,-0.042826355
-0.338613497,-0.094388611
-0.313253102,-0.129872383
-0.273937433,-0.160183971
-0.2567057,-0.185276317
-0.272371382,-0.205875148
-0.306812077,-0.20656027
-0.332670056,-0.171051955
-0.313486099,-0.098483436
-0.22663801,0.011672724
-0.094478581,0.115981641
0.065812681,0.196670708
0.180297017,0.220770311
0.219356435,0.196016426
0.15694108,0.154680891
-0.002604488,0.135270219
-0.19165136,0.172723126
-0.377631784,0.277395954
-0.480513855,0.402206692
-0.487420978,0.507410155
-0.403034347,0.5233428
-0.251234896,0.423688927
-0.103247051,0.239744414
0.017906876,-0.000368956
0.070512923,-0.193030297
0.065830962,-0.314607498
0.026956163,-0.334938572
-0.019388424,-0.290983777
-0.042374291,-0.243594612
-0.036075721,-0.238616043
-0.008116242,-0.293679214
0.029190895,-0.39199537
0.055884116,-0.467825267
0.069906036,-0.478432606
0.07292799,-0.401122705
0.07521929,-0.246373377
0.082827752,-0.092304152
0.095510987,0.019032343
0.102309602,0.033454444
0.092228208,-0.040326935
0.062036847,-0.145366044
0.014388824,-0.22965423
-0.025564945,-0.23166027
-0.040916971,-0.139191716
-0.015472169,0.003657058
0.052733009,0.160417035
0.13396801,0.255958824
0.209332499,0.279503007
0.240805241,0.237890434
0.220952352,0.161236667
0.16204614,0.094766872
0.083080728,0.041882424
0.027166027,-0.002587409
0.00949126,-0.076800684
0.03645119,-0.188861856
0.095338433,-0.348206331
0.150281827,-0.490149125
0.181645853,-0.575539121
0.170079612,-0.546209447
0.114757947,-0.388617169
0.03748269,-0.1654113
-0.054878402,0.081934615
-0.133459609,0.242821818
-0.202537529,0.297787713
-0.249086315,0.245517053
-0.280202713,0.132845909
-0.289788226,0.043378645
-0.278331325,0.016552349
-0.250858557,0.064971939
-0.215129434,0.160013937
-0.194716375,0.233252861
-0.20633116,0.248449965
-0.25563177,0.1937978
-0.337382386,0.09220752
-0.40651664,0.008816855
-0.426909169,-0.025029772
-0.360271842,0.003364574
-0.18573986,0.06383054
0.042613965,0.093620506
0.29852671,0.048045159
0.473893836,-0.074104632
0.539103349,-0.251352463
0.468728652,-0.387986637
0.283552165,-0.432751691
0.074829851,-0.347321334
-0.112639514,-0.140539396
-0.196755486,0.091352078
-0.172995721,0.300343936
-0.067026961,0.398957495
0.086222713,0.39429449
0.21175163,0.325757039
0.28995926,0.251157818
0.29647649,0.23378831
0.242748292,0.286505845
0.158287182,0.371721942
0.054512553,0.441984569
-0.033273649,0.43622435
-0.101740615,0.334877396
-0.124965838,0.180416075
-0.091082383,0.010890302
0.001768198,-0.088710311
0.159080014,-0.100959259
0.325971014,-0.036382301
0.476246672,0.062615941
0.535505445,0.122999186
0.477946438,0.112887142
0.317653249,0.034842645
0.079899349,-0.081955785
-0.125066318,-0.165333279
-0.252096979,-0.182644478
-0.243626682,-0.122882948
-0.113271763,-0.007914685
0.058484363,0.094362294
0.210708417,0.149836593
0.256071951,0.130391427
0.182801884,0.049189786
0.039186939,-0.041835889
-0.117420414,-0.110217641
-0.189415056,-0.120111533
-0.146979659,-0.07582741
-0.013504902,-0.009316023
0.162882871,0.055299478
0.275839097,0.087407384
0.280982624,0.092104099
0.169647496,0.085635085
-0.028232476,0.090368732
-0.209332664,0.116424213
-0.329770129,0.160849331
-0.340990005,0.197169462
-0.264112534,0.209730968
-0.162356921,0.191043774
-0.081103798,0.154146437
-0.064520597,0.133258871
-0.102298196,0.154660676
-0.151121695,0.223068969
-0.170392887,0.328007945
-0.133607454,0.410961692
-0.047063416,0.432933995
0.035882183,0.359781081
0.077816349,0.181466042
0.046903265,-0.03808211
-0.049241563,-0.271370928
-0.151311343,-0.426205357
-0.214821783,-0.491274918
-0.192576686,-0.457021468
-0.081667385,-0.351580792
0.061397777,-0.235849755
0.195450097,-0.13390224
0.251961287,-0.080142333
0.226095983,-0.059847004
0.150348602,-0.054619028
0.072768999,-0.036959312
0.057200987,0.004086628
0.125007698,0.072540138
0.245081964,0.141843604
0.378693303,0.200544288
0.447139287,0.223985065
0.42504791,0.211085698
0.325761411,0.170710373
0.187744334,0.111354898
0.097798956,0.056551899
0.0957792,0.008895692
0.190142855,-0.018976357
0.353514256,-0.030265295
0.49151399,-0.023985844
0.550835786,-0.001097104
0.485131616,0.03156739
0.295705988,0.073005458
0.066290081,0.108629039
-0.158410451,0.134799282
-0.280294454,0.141920622
-0.289343006,0.131883246
-0.201628806,0.113878985
-0.059871864,0.098419428
0.052179926,0.099487422
0.101926381,0.123480861
0.068600634,0.163068161
-0.028917985,0.211077366
-0.131017305,0.242929748
-0.202959521,0.24564752
-0.204611076,0.207829451
-0.135242131,0.119629055
-0.031127471,-0.000922579
0.080746199,-0.162034534
0.145869688,-0.323252708
0.152840001,-0.489069919
0.104602644,-0.610129969
0.020752728,-0.678842775
-0.051359314,-0.664143806
-0.091027114,-0.554567474
-0.07956728,-0.378313493
-0.024853167,-0.142696806
0.039094279,0.067264594
0.088916401,0.230313084
0.095266584,0.28664961
0.056341582,0.240980962
-0.0036659,0.130903784
-0.060300307,0.000134918
-0.075513633,-0.071106707
-0.037598762,-0.050812621
0.035734948,0.058675932
0.119136558,0.230129459
0.157390251,0.369212131
0.121100626,0.423866956
0.009722194,0.346965977
-0.166810001,0.135026556
-0.331685331,-0.124633542
-0.451141739,-0.385232099
-0.467835222,-0.53040585
-0.376449937,-0.53770037
-0.218114262,-0.413840598
-0.02222134,-0.197131704
0.127775576,0.003181549
0.21653999,0.144497995
0.222843749,0.16961577
0.170132457,0.091427556
0.10237297,-0.034721137
0.046885299,-0.166022039
0.032249044,-0.235206635
0.056462577,-0.232085719
0.101009069,-0.168417573
0.15129668,-0.069000978
0.184470189,0.015637306
0.19947976,0.073989233
0.195327975,0.093014661
0.174271326,0.088205801
0.13855116,0.075769963
0.076599815,0.063301979
-0.006339057,0.049529671
-0.120048876,0.01912035
-0.230983007,-0.034063411
-0.328081425,-0.118722486
-0.368082068,-0.206208147
-0.33784581,-0.280913112
-0.244386653,-0.303627472
-0.099392026,-0.261123848
0.03572036,-0.165553908
0.13981658,-0.03032662
0.172384964,0.085666138
0.13794841,0.162278214
0.063512332,0.168012879
-0.025946448,0.107089174
-0.086036709,0.012321188
-0.11004523,-0.094162709
-0.099375797,-0.164279665
-0.074686821,-0.189669071
-0.063313205,-0.167369545
-0.079066194,-0.113642955
-0.116677734,-0.063963435
-0.16141446,-0.038837892
-0.180251616,-0.057180239
-0.153217573,-0.120361425
-0.079508146,-0.200308557
0.036848849,-0.277006046
0.148242226,-0.306300519
0.235857928,-0.266646745
0.261622551,-0.158185943
0.223310303,0.019160862
0.142220978,0.20270376
0.039483625,0.373778291
-0.033523273,0.467734639
-0.058967088,0.480295953
-0.02419468,0.419857847
0.062804543,0.316175719
0.160014273,0.233008799
0.245839378,0.200932398
0.28028308,0.239187094
0.258024457,0.332651863
0.192300807,0.420400548
0.099655845,0.456368614
0.023511219,0.396313861
-0.024671408,0.225418665
-0.031301192,0.00423049
-0.008979231,-0.237037949
0.018476193,-0.398787391
0.034008546,-0.464028257
0.026784972,-0.420855699
0.003383973,-0.299649603
-0.013776594,-0.171235387
-0.004828284,-0.065667181
0.039199329,-0.020299527
0.117557197,-0.016815614
0.194230436,-0.025250621
0.247404747,-0.011924481
0.244502749,0.035164765
0.178580902,0.111216665
0.076363488,0.174416041
-0.042992377,0.200328192
-0.126500743,0.170343548
-0.164143748,0.092102532
-0.150726112,0.009891898
-0.107728185,-0.04960063
-0.07262184,-0.056027944
-0.066813998,-0.016381619
-0.096751587,0.034400677
-0.148747182,0.064506441
-0.18332656,0.046192466
-0.171972754,-0.019060562
-0.1017883,-0.090436948
0.027534437,-0.13297505
0.163324816,-0.108876596
0.280453212,-0.011350592
0.324374613,0.114786758
0.284324009,0.236044157
0.175686485,0.288825641
0.013627687,0.261181417
-0.138063717,0.174490258
-0.266310364,0.06432237
-0.33043603,-0.000834021
-0.335619287,0.005666265
-0.288585674,0.083666031
-0.196835066,0.211692629
-0.08954781,0.323112
0.034991669,0.391519303
0.142736296,0.389642549
0.233412923,0.329538682
0.276403757,0.249688178
0.265069951,0.170022275
0.199180096,0.118449874
0.082236548,0.082654893
-0.040294623,0.052884174
-0.150028364,0.009418574
-0.199447782,-0.040709459
-0.180967713,-0.087772131
-0.106753492,-0.101053196
0.000613193,-0.065203302
0.081449224,0.010275344
0.106028186,0.109234837
0.051501388,0.178756095
-0.080471197,0.19469065
-0.23280905,0.143555547
-0.373363795,0.034307425
-0.432156707,-0.081205891
-0.389174668,-0.180442803
-0.256597034,-0.225142668
-0.05380168,-0.223410104
0.13126865,-0.196194173
0.266870976,-0.169323957
0.296356681,-0.165438863
0.222091246,-0.184523076
0.087413343,-0.208173598
-0.070041213,-0.217728509
-0.17019868,-0.199765047
-0.189089705,-0.155654021
-0.119870945,-0.109200889
0.016572163,-0.073548549
0.149628819,-0.062036198
0.246644906,-0.06241795
0.263674102,-0.052969464
0.206217182,-0.009537305
0.114405607,0.065351814
0.023235846,0.162935964
-0.014537741,0.231762696
0.011554004,0.24258294
0.082933707,0.176619754
0.170769427,0.038863208
0.220176948,-0.106691659
0.209512018,-0.224721655
0.140078592,-0.256480551
0.029101607,-0.197180085
-0.066303151,-0.082052649
-0.121898751,0.054436051
-0.112295679,0.14374972
-0.045248298,0.172469727
0.040711963,0.141681902
0.12154133,0.078500926
0.158445992,0.026243269
0.147233638,-0.003431463
0.097416579,-0.012383706
0.020227834,-0.030138716
-0.054596139,-0.08019665
-0.126499968,-0.179389046
-0.179393297,-0.291905872
-0.219326975,-0.389601156
-0.235637703,-0.413737044
-0.222781222,-0.344426974
-0.176735863,-0.207291925
-0.092772421,-0.032972104
1.75E-05,0.09070062
0.086255775,0.133312335
0.123231326,0.079164812
0.098196406,-0.044863954
0.021514059,-0.160820201
-0.084581882,-0.223506929
-0.158051379,-0.1923642
-0.166134875,-0.072373826
-0.091615936,0.075034301
0.057478433,0.213099772
0.210770627,0.278683714
0.329951219,0.269898512
0.35352431,0.207891812
0.274047142,0.123388034
0.130495383,0.062938573
-0.043990388,0.032249162
-0.169361667,0.027510829
-0.230280056,0.023978055
-0.216932073,0.003550298
-0.157745286,-0.040616624
-0.100650442,-0.087444062
-0.068863458,-0.120390545
-0.073550756,-0.12002969
-0.095970693,-0.091492364
-0.103162858,-0.063175291
-0.06992694,-0.06535937
0.002818646,-0.118810996
0.106629844,-0.22845725
0.192889502,-0.347011561
0.240878614,-0.444043224
0.226231673,-0.465567832
0.149760139,-0.400192686
0.041466487,-0.277979634
-0.091368781,-0.129166735
-0.210953205,-0.027500355
-0.328062912,0.007043195
-0.421803063,-0.032006902
-0.50215902,-0.117609964
-0.544672733,-0.190151662
-0.537940704,-0.216374892
-0.471565079,-0.174929987
-0.340700077,-0.072230173
-0.193996207,0.042670941
-0.058008087,0.147126242
-5.50E-05,0.199758963
-0.038721404,0.204409002
-0.157132543,0.174163555
-0.321920341,0.12749336
-0.439846873,0.088100441
-0.463886637,0.055497706
-0.36499851,0.031208978
-0.151683669,0.006558605
0.080382635,-0.011233012
0.283509982,-0.010163662
0.366178742,0.027328526
0.322174857,0.119393586
0.188603372,0.245363418
0.013762339,0.39669239
-0.107682595,0.510792518
-0.148534373,0.565384625
-0.101226659,0.532455852
0.001280766,0.413614663
0.088752902,0.256713364
0.125697033,0.08004672
0.091463243,-0.055088762
0.002958717,-0.153166482
-0.082199695,-0.20291259
-0.127560752,-0.230363044
-0.100287267,-0.246660689
-0.001071373,-0.259402251
0.123359977,-0.257960994
0.24629986,-0.225843544
0.313791577,-0.15918296
0.321586424,-0.054006368
0.278144856,0.05100347
0.204162042,0.140461358
0.138299257,0.178404715
0.089366139,0.168430864
0.068595414,0.132315348
0.064622374,0.101835336
0.067935911,0.112474988
0.072537883,0.177873711
0.078465573,0.270710995
0.091281882,0.362696953
0.110269683,0.395572233
0.131365332,0.344032952
0.137208372,0.21924469
0.111071938,0.039292727
0.047915752,-0.115114265
-0.057462273,-0.215338576
-0.169162301,-0.221290065
-0.274199683,-0.143561802
-0.330227296,-0.030083072
-0.332134814,0.087501673
-0.285379157,0.156784361
-0.206427154,0.179077002
-0.135379311,0.167716271
-0.083943676,0.15504506
-0.064743551,0.169733782
-0.059376575,0.222289321
-0.043726833,0.287389969
0.010303254,0.337749118
0.102077178,0.330100459
0.23059231,0.240952003
0.342117288,0.08920676
0.410029124,-0.118220076
0.393560505,-0.307829353
0.283813867,-0.468169913
0.121943317,-0.551358982
-0.066882992,-0.56820903
-0.201065532,-0.530155367
-0.260834085,-0.454613754
-0.22863969,-0.371994465
-0.126200076,-0.279742484
-0.016086233,-0.193051984
0.065013148,-0.09318005
0.073092411,0.007579797
0.008863399,0.123961142
-0.087933877,0.230364011
-0.181743076,0.331561574
-0.215710677,0.399411559
-0.173546753,0.433088031
-0.072601518,0.419569727
0.064576575,0.352082113
0.173783895,0.24165266
0.238746247,0.077687732
0.24352641,-0.099412327
0.210443823,-0.292675111
0.176921389,-0.442197558
0.166956542,-0.538414223
0.187825448,-0.542229426
0.221937009,-0.442886672
0.230326717,-0.263815927
0.18182812,-0.004337536
0.077552612,0.256422909
-0.072224721,0.513304765
-0.195707917,0.687911203
-0.255780026,0.780434202
-0.212890185,0.768500677
-0.069493115,0.662258475
0.103966967,0.50531807
0.257702002,0.313037856
0.303469435,0.153490772
0.215220162,0.03305358
0.025466403,-0.017341031
-0.227048962,-0.015814995
-0.418861882,0.010475924
-0.499945499,0.027041945
-0.422891298,0.00270264
-0.193737149,-0.076415896
0.089905471,-0.180876038
0.381021436,-0.285119423
0.557170246,-0.328215098
0.597590046,-0.282959847
0.495897204,-0.155589156
0.280910211,0.037405867
0.051750244,0.208605444
-0.153811705,0.321253277
-0.254167539,0.32328591
-0.245232205,0.22103218
-0.143414242,0.074704315
0.022073074,-0.068007383
0.171537545,-0.128415489
0.273744638,-0.091217905
0.280830902,0.015975496
0.189061371,0.147545555
0.037334236,0.216648788
-0.147546837,0.184315591
-0.282329372,0.052484017
-0.338995695,-0.154583676
-0.287739045,-0.336489632
-0.131753626,-0.450251803
0.066140596,-0.442632179
0.279151634,-0.321545343
0.424141939,-0.15238018
0.491460778,0.021851842
0.468446512,0.119204226
0.376469379,0.126459403
0.264885031,0.050202862
0.150348331,-0.085547456
0.066586242,-0.218222333
-0.003299114,-0.331597059
-0.063409964,-0.389089695
-0.140075699,-0.395107113
-0.2246113,-0.35255053
-0.316520244,-0.261897824
-0.376788483,-0.145942608
-0.38733241,-0.001086335
-0.333137961,0.127725466
-0.211804225,0.229086452
-0.066271617,0.259420845
0.090179648,0.208504593
0.202410743,0.094683265
0.268847667,-0.061437542
0.277830234,-0.186264658
0.244742187,-0.251713998
0.193968945,-0.228457428
0.137720005,-0.129134015
0.097946668,-0.012220238
0.075963907,0.083368296
0.077553359,0.104301503
0.101907951,0.045103138
0.140810988,-0.060717936
0.190549653,-0.182478525
0.229397472,-0.260330732
0.24576601,-0.284988052
0.224587107,-0.260376439
0.160111258,-0.213016069
0.074768027,-0.180415585
-0.017923853,-0.175054657
-0.074860613,-0.192671885
-0.082556398,-0.213429644
-0.037256392,-0.212704416
0.048322504,-0.181478549
0.128619575,-0.135411953
0.180355366,-0.092475231
0.176229207,-0.079966766
0.118359209,-0.10075393
0.038109191,-0.13557759
-0.043236647,-0.158893989
-0.088086453,-0.143321955
-0.095324318,-0.081819589
-0.075539507,-0.004271668
-0.051407311,0.063087518
-0.048555075,0.078983345
-0.0763816,0.036886725
-0.122557261,-0.035762327
-0.173042286,-0.106120972
-0.200256736,-0.124920247
-0.198297147,-0.079167968
-0.17247689,0.005070123
-0.134845204,0.093385917
-0.10537007,0.1277269
-0.083726349,0.092685916
-0.064698888,0.01403295
-0.02852683,-0.062827239
0.028788168,-0.067129826
0.109988629,0.036863114
0.178903152,0.218360353
0.211270274,0.440009225
0.17774416,0.586353951
0.071417713,0.610814726
-0.063832857,0.494777158
-0.197519738,0.267049091
-0.260837492,0.045539832
-0.23456544,-0.112877506
-0.130584241,-0.136645838
0.024084064,-0.041844325
0.151374533,0.095127959
0.223703098,0.206761078
0.215834916,0.214708138
0.149052976,0.106524398
0.07591148,-0.060780172
0.029656922,-0.235606149
0.035046018,-0.323647084
0.076623636,-0.304198934
0.109616979,-0.196496901
0.095377771,-0.041882009
0.019091975,0.072431425
-0.110938906,0.11584954
-0.225446239,0.072222191
-0.280089459,-0.039390558
-0.230282003,-0.161465793
-0.073934356,-0.27361356
0.115647182,-0.338453009
0.287832376,-0.362951921
0.348854734,-0.347204376
0.27470126,-0.28937404
0.096626685,-0.192935984
-0.145672774,-0.036859181
-0.336243538,0.146190706
-0.437729162,0.353502216
-0.413061748,0.506112482
-0.285907385,0.577072694
-0.133099245,0.530915056
0.000828449,0.375731161
0.052643528,0.187514148
0.02231948,0.012875375
-0.060634133,-0.063697759
-0.163825663,-0.034657937
-0.23352789,0.065619598
-0.260540195,0.183161846
-0.245104438,0.233850949
-0.20708247,0.186746913
-0.175156743,0.062000991
-0.159238161,-0.10042439
-0.161528442,-0.206844214
-0.170142473,-0.222077501
-0.169870058,-0.141419812
-0.150741394,-0.00026764
-0.11531416,0.11202556
-0.06507592,0.15140162
-0.016979239,0.095242499
0.028419484,-0.030716844
0.059208009,-0.143921329
0.076440422,-0.194413218
0.072984119,-0.145654641
0.042348714,-0.011131676
-0.01373473,0.130206936
-0.099754614,0.22616602
-0.187361509,0.217225759
-0.263980237,0.101955525
-0.291337295,-0.057940018
-0.254420295,-0.21580438
-0.159713215,-0.290496665
-0.016333236,-0.269099444
0.115514496,-0.172975169
0.212776066,-0.036992777
0.23312503,0.069347349
0.176459027,0.132873686
0.074076691,0.147130898
-0.047333306,0.145168422
-0.128535538,0.160405628
-0.154176502,0.216001338
-0.118135163,0.296914521
-0.037633767,0.385862569
0.040791684,0.435386027
0.093522341,0.429232041
0.093249138,0.368851328
0.040815127,0.268440171
-0.03698013,0.174784837
-0.121863531,0.100213281
-0.174173771,0.063931742
-0.184662759,0.047405941
-0.150062628,0.030873502
-0.077437407,-0.011559807
0.002475539,-0.082321058
0.079744872,-0.18601115
0.126057114,-0.288766304
0.139929714,-0.384464333
0.120143727,-0.44249834
0.073146258,-0.465047674
0.019679568,-0.450457804
-0.033455528,-0.403980573
-0.067443551,-0.341351775
-0.083313338,-0.261753036
-0.081684304,-0.186227706
-0.071564627,-0.112369706
-0.06407449,-0.059862556
-0.0647584,-0.025321178
-0.073079525,-0.012934895
-0.08277128,-0.01271379
-0.082523642,-0.015001778
-0.064263379,-0.013007524
-0.030945758,-0.008696055
0.01294734,-0.012899767
0.045716394,-0.039050465
0.056781444,-0.101371397
0.037475453,-0.185969014
-0.010226903,-0.284999764
-0.063570628,-0.354009217
-0.10880543,-0.375154668
-0.121753566,-0.334405559
-0.096474413,-0.237847248
-0.041836324,-0.130689934
0.035418529,-0.035174932
0.106429846,0.008662829
0.168772359,0.005197842
0.20801502,-0.023827529
0.23349922,-0.044961866
0.247099758,-0.024495359
0.255748929,0.053105426
0.258059094,0.161305974
0.250657077,0.280859365
0.231607704,0.356561281
0.198901853,0.375457371
0.16393381,0.335310862
0.130983931,0.254463169
0.111811367,0.177707095
0.102704119,0.121593515
0.096294779,0.103953608
0.076759454,0.111312444
0.036600417,0.122563445
-0.031496806,0.119879815
-0.104834511,0.097994154
-0.171943191,0.062206181
-0.201221473,0.032938171
-0.18567301,0.017300654
-0.134138043,0.016219485
-0.062955185,0.013947548
-0.012446374,-0.007560338
0.000141251,-0.063712388
-0.032798261,-0.139832768
-0.099618581,-0.223126644
-0.159601134,-0.270463427
-0.187216338,-0.26433178
-0.159538507,-0.202660471
-0.076499674,-0.097492726
0.022745985,-6.51E-06
0.112268013,0.068408609
0.144125354,0.080399621
0.106314205,0.046961318
0.014509457,0.001929173
-0.111310749,-0.023642674
-0.210321112,-0.002634087
-0.259403464,0.068206207
-0.2336437,0.154120592
-0.135187915,0.229511261
-0.004338197,0.252337407
0.142347517,0.2153306
0.249951655,0.13967183
0.31256003,0.050051817
0.313458218,-0.004055338
0.25908741,-0.008346747
0.171677161,0.034757884
0.055719118,0.105036728
-0.054034464,0.158392916
-0.159353024,0.176223951
-0.232191186,0.152388918
-0.276044134,0.105374727
-0.281879889,0.076642324
-0.255438463,0.095899427
-0.211192937,0.17136684
-0.157069966,0.29661231
-0.11389588,0.411223831
-0.08156767,0.479261114
-0.062534854,0.452978241
-0.041938415,0.319200378
-0.009133528,0.126004552
0.052832577,-0.097669388
0.13542861,-0.254017898
0.240678769,-0.315126647
0.332984306,-0.25601967
0.403863433,-0.093045032
0.426870468,0.094312759
0.401647278,0.264375273
0.341157131,0.33756512
0.255115415,0.300714883
0.175865883,0.173884438
0.104565855,-0.014670936
0.054780555,-0.178960436
0.010636875,-0.29223164
-0.031968611,-0.3125647
-0.088811616,-0.249218224
-0.150490785,-0.141186415
-0.216080655,-0.014448701
-0.260060148,0.076512233
-0.274806124,0.124383458
-0.25359527,0.118567664
-0.201619502,0.067934714
-0.144690684,-0.006579343
-0.096100741,-0.104652548
-0.077466364,-0.202564064
-0.086886573,-0.306539811
-0.109987763,-0.38690787
-0.12698755,-0.435704187
-0.1157432,-0.42542017
-0.065966545,-0.341539675
0.00481143,-0.203104315
0.080362543,-0.017546613
0.117908412,0.14340194
0.097111821,0.256645246
0.015776391,0.275216778
-0.119991137,0.200630918
-0.253144755,0.073053041
-0.35885635,-0.075062721
-0.387609991,-0.171839894
-0.330799619,-0.199551015
-0.210511687,-0.153341027
-0.043943502,-0.056174543
0.101925525,0.034736535
0.212772298,0.092441038
0.254230035,0.090228057
0.237282566,0.036447404
0.184855119,-0.033297922
0.118545211,-0.094449862
0.072266688,-0.114678064
0.052406173,-0.092236955
0.061568555,-0.043496874
0.089451959,0.015385556
0.116662071,0.055508923
0.132481716,0.072174578
0.126026241,0.063214202
0.094170875,0.034261073
0.045946427,-0.003935111
-0.017263347,-0.054518419
-0.074829746,-0.108513018
-0.123868892,-0.169780836
-0.147759295,-0.216665955
-0.145775944,-0.235862771
-0.120926063,-0.205836705
-0.080086919,-0.11332854
-0.044173713,0.015420444
-0.023102558,0.166555456
-0.028238373,0.275103625
-0.058036609,0.320404278
-0.095485732,0.283685931
-0.126886636,0.17981338
-0.131709774,0.068530816
-0.103995873,-0.012146293
-0.05478734,-0.013897036
0.005350711,0.067768176
0.047926662,0.189955174
0.066249678,0.314594378
0.057846852,0.370107558
0.035307942,0.332888619
0.019978322,0.214536769
0.023812186,0.038145612
0.046541745,-0.114473816
0.07660861,-0.215199188
0.087827115,-0.225299594
0.062185868,-0.15592795
0.000110446,-0.05124034
-0.091738371,0.059259737
-0.169795732,0.124999599
-0.212201847,0.141680865
-0.193226466,0.11388015
-0.112402348,0.059314099
-0.006269957,0.007896041
0.102671217,-0.033950597
0.164392621,-0.057757633
0.170560879,-0.07494993
0.126147788,-0.092401806
0.051429597,-0.120654051
-0.009548417,-0.157133871
-0.037414569,-0.20491615
-0.017040224,-0.251324281
0.047025876,-0.296480991
0.124923141,-0.324798161
0.203354941,-0.3289003
0.251569799,-0.296572647
0.267526396,-0.213959399
0.249299551,-0.096639612
0.201723965,0.054582226
0.142397696,0.183565053
0.074217517,0.268823562
0.019682833,0.26753875
-0.017419915,0.173187625
-0.022855489,0.02627792
0.003910496,-0.139230505
0.049309796,-0.236665386
0.098602477,-0.232220058
0.119248483,-0.118760901
0.093041219,0.081701284
0.020743835,0.26807746
-0.08908184,0.385915259
-0.18297611,0.365062437
-0.23060413,0.197843567
-0.19611936,-0.041311524
-0.0723335,-0.299220791
0.092180822,-0.449882074
0.268780848,-0.457639694
0.378795238,-0.319831649
0.405835942,-0.071120068
0.347521001,0.166100608
0.230697361,0.338851227
0.121495363,0.36925612
0.04710701,0.259426857
0.034247074,0.068793384
0.063423715,-0.15976296
0.093783086,-0.326699821
0.08968829,-0.416502833
0.035146639,-0.410862927
-0.064127546,-0.335443754
-0.155185445,-0.23828334
-0.204759509,-0.138363575
-0.177604477,-0.067354952
-0.072420394,-0.013889332
0.061454953,0.021945955
0.192496315,0.053973428
0.258913328,0.077379785
0.253659374,0.08915256
0.192397908,0.080617695
0.10572586,0.049179917
0.046398917,0.00696238
0.029887173,-0.039302565
0.055342553,-0.072117706
0.099078934,-0.094911972
0.123047014,-0.112297055
0.109909242,-0.141355241
0.065758015,-0.185533514
0.011726086,-0.246238691
-0.010232111,-0.293724672
0.022003131,-0.304428887
0.102656001,-0.254014927
0.215523764,-0.130424298
0.301651764,0.024655519
0.333065138,0.188407695
0.287132751,0.286059835
0.167184439,0.294200098
0.024121616,0.204909821
-0.1209907,0.032382077
-0.214038386,-0.147498604
-0.256932011,-0.305289611
-0.251305689,-0.379176947
-0.218989371,-0.371488518
-0.185771932,-0.303185655
-0.159278719,-0.204135125
-0.144098285,-0.127019329
-0.130794666,-0.084429853
-0.116082946,-0.084749289
-0.098771017,-0.110525424
-0.089092459,-0.134735356
-0.094918656,-0.140352581
-0.117588733,-0.118718082
-0.151519034,-0.070401688
-0.174242851,-0.013315947
-0.169109303,0.049985662
-0.127020689,0.102532674
-0.046653329,0.149181651
0.040001617,0.180383462
0.117983803,0.197208401
0.153215816,0.192187746
0.142232102,0.161323569
0.094756588,0.112699053
0.02455642,0.05101083
-0.036397145,0.003024932
-0.083433402,-0.020885461
-0.107978006,-0.008818523
-0.122613512,0.036015218
-0.133697798,0.090319131
-0.144648232,0.139562536
-0.144914082,0.159321631
-0.117989164,0.146658161
-0.05675133,0.110137275
0.046450308,0.05881044
0.155763054,0.013030622
0.253051552,-0.02935481
0.290649171,-0.065166397
0.255228105,-0.107432009
0.159542697,-0.1512513
0.022772519,-0.194693517
-0.089934035,-0.214422331
-0.154736509,-0.195330016
-0.145434694,-0.134949883
-0.074712452,-0.037779744
0.010794183,0.051252201
0.078538224,0.107376946
0.088972269,0.096662523
0.040576408,0.015079641
-0.035228394,-0.100965602
-0.10801281,-0.226604586
-0.132114416,-0.304945384
-0.096908509,-0.329292315
-0.02249666,-0.305629081
0.064014809,-0.264191038
0.110008816,-0.245522472
0.09645591,-0.266172091
0.028195111,-0.312917483
-0.075112531,-0.355747346
-0.158345738,-0.347571759
-0.200796949,-0.259934631
-0.188035673,-0.113543699
-0.138704116,0.073138539
-0.095552907,0.218370025
-0.088034853,0.299870593
-0.130528967,0.295566392
-0.214396769,0.236032867
-0.291767366,0.182276822
-0.333256448,0.179054674
-0.311296735,0.245109834
-0.230885299,0.364543327
-0.138773632,0.4614634
-0.069304167,0.481305452
-0.065939703,0.383375105
-0.131830221,0.16230435
-0.227202901,-0.090976521
-0.312440408,-0.328560217
-0.327232582,-0.443435831
-0.249878107,-0.422352709
-0.107055218,-0.29260125
0.074660239,-0.104806006
0.211668777,0.036303653
0.281291339,0.095572701
0.264117172,0.055638031
0.185660027,-0.049971787
