I_in,Q_in,I_out,Q_out
-0.113453857,-0.273132961,-0.137775789,-0.362267953
0.009476216,-0.19416406,0.02546408,-0.274170813
0.128395227,-0.091600973,0.157569227,-0.135076623
0.231082198,0.006004286,0.268521671,-0.00983601
0.306385649,0.069102597,0.351477677,0.0717827
0.34401349,0.076908126,0.403759887,0.095696249
0.335696305,0.025164443,0.392785995,0.045205168
0.277689195,-0.070939821,0.332360452,-0.049308059
0.173661983,-0.180082378,0.222447854,-0.171530648
0.036493966,-0.263667787,0.073048289,-0.275632891
-0.112386491,-0.287626542,-0.096964281,-0.323785618
-0.246689919,-0.233414826,-0.254865863,-0.279064881
-0.34137994,-0.1045796,-0.370110159,-0.141036692
-0.379509628,0.073405911,-0.420411425,0.059278749
-0.357506735,0.260176393,-0.395860546,0.275113058
-0.286881517,0.412265146,-0.315857644,0.460305458
-0.191376606,0.49595096,-0.19810226,0.565155057
-0.100094717,0.497086064,-0.106556682,0.571313694
-0.038597088,0.424804521,-0.072444859,0.491555299
-0.02082202,0.308009771,-0.089739912,0.359676842
-0.044576746,0.18588988,-0.12238676,0.218639952
-0.092284802,0.09561763,-0.169802375,0.113359477
-0.136954043,0.061224788,-0.213207794,0.067766315
-0.151543422,0.087135274,-0.216920735,0.089759107
-0.118673729,0.158200056,-0.177576316,0.166800281
-0.037399485,0.245881239,-0.082344067,0.268092487
0.075351467,0.318242275,0.052760003,0.368220415
0.189332559,0.350281536,0.192900088,0.406189694
0.27018939,0.331242166,0.300944983,0.384403962
0.290399749,0.266754162,0.317676232,0.313871784
0.238384739,0.175539517,0.24785971,0.233741695
0.122786483,0.082255781,0.105340835,0.132712354
-0.029531467,0.009227862,-0.057579404,0.047598673
-0.181158643,-0.030048707,-0.219144689,-0.017714034
-0.295039994,-0.033638174,-0.348435216,-0.022475543
-0.345132671,-0.009658042,-0.404262473,0.005326624
-0.323472128,0.028370701,-0.374813651,0.032724834
-0.241527347,0.067195842,-0.284854947,0.055349452
-0.125619602,0.098263839,-0.149413226,0.090767028
-0.008097909,0.119375809,-0.023390269,0.122776991
0.082732756,0.133308792,0.072917011,0.145000457
0.130663653,0.144418273,0.131947957,0.171718366
0.135165448,0.155010464,0.135353092,0.193676965
0.109644835,0.163250383,0.100097449,0.20408727
0.075318302,0.163592617,0.062826691,0.211385499
0.053042252,0.14953076,0.03928507,0.198349653
0.055976143,0.117368564,0.044835688,0.158211044
0.085494575,0.069187515,0.087155137,0.106637775
0.131512789,0.013456217,0.148517795,0.042908897
0.176816955,-0.037298949,0.21055364,-0.011562902
0.203651918,-0.071056794,0.245946625,-0.058756311
0.200160959,-0.081329812,0.24923825,-0.070154407
0.16448038,-0.070512587,0.207059357,-0.053664137
0.105240256,-0.049912312,0.142185243,-0.031448638
0.038534765,-0.036062629,0.061845152,-0.016471364
-0.01737993,-0.044430439,-0.002693751,-0.031950566
-0.047733192,-0.082805545,-0.035933471,-0.086692266
-0.045356633,-0.147013548,-0.02969602,-0.162582699
-0.012088767,-0.220912506,0.01229239,-0.249311623
0.042675983,-0.281119043,0.071042474,-0.320778986
0.105458763,-0.305096208,0.147198664,-0.352893837
0.162780996,-0.279810301,0.214070134,-0.331474816
0.204457381,-0.207706177,0.274420528,-0.245627865
0.225206128,-0.107502466,0.301410957,-0.121271651
0.224457546,-0.009063725,0.291747642,-0.002824315
0.204939962,0.056234041,0.270202268,0.077096411
0.17097088,0.066451941,0.221132574,0.097539825
0.127271846,0.017453244,0.167273507,0.04600168
0.078650912,-0.074521532,0.11192434,-0.062985884
0.030305081,-0.177365109,0.059508152,-0.187380402
-0.011920273,-0.253501516,0.022362918,-0.280570963
-0.042007984,-0.272780284,-0.019327498,-0.322749598
-0.055287201,-0.223397067,-0.027676473,-0.272098684
-0.050658283,-0.116852996,-0.028441234,-0.150781314
-0.032593955,0.015095564,-0.015199858,-0.002189509
-0.011740928,0.130784071,-0.010425112,0.125387771
-0.003231574,0.192945826,-0.007492149,0.209109035
-0.022595591,0.182095777,-0.037418356,0.19960767
-0.080178089,0.104241083,-0.113790877,0.111016809
-0.175827423,-0.010015557,-0.21185853,-0.025986077
-0.295928309,-0.114998168,-0.346419381,-0.143740608
-0.414407215,-0.165106803,-0.504385199,-0.176452669
-0.498184567,-0.13053921,-0.604241658,-0.121040796
-0.5160294,-0.008185135,-0.610964689,0.010391878
-0.448404055,0.176176195,-0.523504094,0.198284594
-0.295189706,0.375333123,-0.347795175,0.398092502
-0.078487534,0.535408046,-0.085523757,0.573615362
0.161003367,0.613041614,0.21849853,0.648589128
0.373577531,0.589213504,0.467018863,0.591810883
0.513644687,0.475019874,0.608707641,0.44423281
0.552597448,0.307459076,0.626381408,0.291046965
0.487439722,0.136702628,0.533054921,0.159847123
0.342277143,0.009258156,0.361483088,0.064771288
0.161863004,-0.047161497,0.167743339,0.016683946
-0.001145204,-0.031864474,-0.004685099,0.01555629
-0.101522761,0.030264301,-0.115003799,0.068356452
-0.114776452,0.099239325,-0.134980932,0.134549618
-0.044286128,0.135661221,-0.056966258,0.172332075
0.079991091,0.115951698,0.079353753,0.152384215
0.210931468,0.041630941,0.234521697,0.073510039
0.298905829,-0.060760073,0.344406385,-0.040075418
0.307165902,-0.149162895,0.364175749,-0.147306257
0.223193929,-0.181622768,0.273936216,-0.176653204
0.062526533,-0.132482509,0.092911107,-0.113218956
-0.136059733,-0.003306447,-0.132732686,0.014405037
-0.322398907,0.175543871,-0.356910737,0.213175645
-0.450040194,0.353534833,-0.477828085,0.454355109
-0.489874552,0.476068995,-0.465775396,0.611418473
-0.438119343,0.502687728,-0.406321044,0.629042531
-0.316374823,0.421146438,-0.326018577,0.499067332
-0.164022425,0.252449562,-0.22068366,0.264530909
-0.025629605,0.044947261,-0.070017694,0.019936632
0.06250859,-0.140711124,0.045404331,-0.170969102
0.082470028,-0.250863381,0.079905273,-0.294435878
0.038492437,-0.255996359,0.045444674,-0.302498553
-0.046348825,-0.160104449,-0.04178198,-0.194431867
-0.139053961,0.000839431,-0.147088326,-0.013155764
-0.207981207,0.170763923,-0.239115458,0.172882889
-0.232715808,0.291774441,-0.265178903,0.328167687
-0.209453978,0.322795997,-0.246238866,0.368499921
-0.150513145,0.252511156,-0.195015524,0.281189879
-0.078620755,0.102488398,-0.119326332,0.095339215
-0.01832725,-0.080314282,-0.043719764,-0.101826513
0.012319413,-0.238996345,0.002453686,-0.276189189
0.007029277,-0.324914331,0.001413175,-0.379920582
-0.028079625,-0.312692378,-0.028416868,-0.375123114
-0.0782502,-0.207335019,-0.065721386,-0.248481606
-0.126542718,-0.041473126,-0.118344365,-0.056564137
-0.160413817,0.135940291,-0.163493912,0.139723507
-0.175988328,0.275446799,-0.194463363,0.308109428
-0.178599056,0.342100471,-0.197830622,0.400031233
-0.179638528,0.32491323,-0.207609996,0.378781613
-0.191144031,0.238043747,-0.245151074,0.274464848
-0.220323195,0.11391848,-0.283928327,0.122749303
-0.266156482,-0.008871905,-0.33914118,-0.029292589
-0.319343349,-0.098502603,-0.402196494,-0.121463988
-0.365540959,-0.139287176,-0.457152218,-0.164590001
-0.390584471,-0.134606252,-0.480454355,-0.159375771
-0.385647794,-0.102901408,-0.470140321,-0.124933623
-0.350366421,-0.068671537,-0.415382213,-0.106759435
-0.292760941,-0.052035504,-0.343359659,-0.097096931
-0.226049025,-0.060729549,-0.267053763,-0.112403984
-0.163634554,-0.087348504,-0.188929138,-0.142121451
-0.114256554,-0.112645888,-0.130162746,-0.16594121
-0.079203926,-0.113510626,-0.096088849,-0.163263955
-0.052683857,-0.072606846,-0.071687347,-0.112153253
-0.02518388,0.013860616,-0.035615329,-0.010136803
0.011532556,0.133070208,-0.003567496,0.128491732
0.059844613,0.258337512,0.04402037,0.285548589
0.114053044,0.356817454,0.12196388,0.414644044
0.161595102,0.39960222,0.19112295,0.464655752
0.18744339,0.370891181,0.220286021,0.436005044
0.180147643,0.273261622,0.197747105,0.346734133
0.137223635,0.127384302,0.13146965,0.190276772
0.067683923,-0.033665442,0.06118898,0.005493023
-0.009554537,-0.173659955,-0.013214589,-0.157486705
-0.071173678,-0.263156676,-0.06865919,-0.274838685
-0.097167944,-0.287152721,-0.102595828,-0.316048261
-0.078119937,-0.248318938,-0.073160391,-0.281325279
-0.019359297,-0.165108714,-0.0025354,-0.184567718
0.05972909,-0.065589146,0.085644186,-0.072826694
0.131354858,0.020968258,0.162278899,0.032624298
0.16828074,0.072202505,0.198085896,0.098056526
0.153175955,0.078230583,0.172692133,0.106396947
0.085149011,0.043319322,0.091559836,0.065342577
-0.018944378,-0.016483785,-0.024152233,-0.011093403
-0.129136031,-0.078781489,-0.132604738,-0.087813285
-0.211631312,-0.121600293,-0.235882082,-0.150598181
-0.239807683,-0.129589694,-0.27000592,-0.164518062
-0.203283563,-0.09805877,-0.219411406,-0.138222959
-0.111929671,-0.033960462,-0.114467923,-0.069318873
0.006709381,0.046224932,0.01273726,0.032112006
0.115949653,0.12099632,0.129066042,0.126246438
0.181808129,0.169504482,0.204762973,0.192802481
0.184315975,0.176977237,0.208379438,0.212793514
0.124542893,0.138613787,0.135916991,0.175983977
0.024897969,0.061052981,0.010440241,0.082970102
-0.077562943,-0.038927219,-0.099146903,-0.035891674
-0.142798476,-0.138210071,-0.167142317,-0.15496626
-0.140722268,-0.21280768,-0.163459857,-0.245340599
-0.061258746,-0.243752741,-0.068619187,-0.286610738
0.081765698,-0.222006374,0.106817554,-0.25740327
0.254213335,-0.15111834,0.312115807,-0.177332315
0.411622547,-0.046838141,0.488576967,-0.070066959
0.512451095,0.066412115,0.609710174,0.028246226
0.530396329,0.161478756,0.641118671,0.126975292
0.461929377,0.215400524,0.571971151,0.218703092
0.326739435,0.215499538,0.409155835,0.263239463
0.16106901,0.162914573,0.192546604,0.23889318
0.006180856,0.072450928,0.006338925,0.131654837
-0.104300807,-0.031394771,-0.115479664,-0.003297286
-0.154163015,-0.121267387,-0.167426087,-0.12080165
-0.148505621,-0.174771993,-0.155954109,-0.189287758
-0.110747232,-0.181006497,-0.108275376,-0.20870878
-0.0739458,-0.143805437,-0.063689389,-0.179011887
-0.069419495,-0.080595462,-0.062423256,-0.112789298
-0.116405548,-0.017057397,-0.113069758,-0.046311077
-0.216011777,0.020910798,-0.228304358,-0.010359035
-0.351197955,0.015542649,-0.398618951,-0.010072833
-0.492506411,-0.036708137,-0.578484769,-0.030257841
-0.607424184,-0.123297007,-0.711652868,-0.078869844
-0.670198393,-0.218648465,-0.791232127,-0.144832396
-0.668957659,-0.291356346,-0.803001546,-0.207929589
-0.608054665,-0.313443278,-0.746744709,-0.263102802
-0.505235781,-0.268930662,-0.629990322,-0.277006492
-0.384967237,-0.159145351,-0.470042316,-0.228467184
-0.270423174,-0.003157792,-0.318494059,-0.09052017
-0.176900103,0.166794056,-0.213912138,0.101007985
-0.108725018,0.313549443,-0.146825439,0.283591992
-0.060359999,0.404535143,-0.089289341,0.422677749
-0.020881287,0.419835293,-0.034531272,0.461966033
0.020134366,0.35663888,-0.003713843,0.401431131
0.067663355,0.22904131,0.025496202,0.266652635
0.119089577,0.063579599,0.088452848,0.089423178
0.165574899,-0.107922407,0.155077507,-0.090104184
0.196291583,-0.255994099,0.211289332,-0.263656854
0.20377039,-0.359536475,0.229372425,-0.399163585
0.188192912,-0.408845582,0.207055213,-0.464171961
0.158841513,-0.405344139,0.183937658,-0.462383578
0.13196635,-0.358757355,0.167939569,-0.40555196
0.125654147,-0.283118479,0.186009758,-0.310267982
0.153411349,-0.19307648,0.226806926,-0.199829162
0.218703195,-0.101537334,0.290583049,-0.085624908
0.312432921,-0.018923666,0.384583498,0.000486938
0.414390943,0.046397948,0.502853131,0.063653177
0.49838306,0.087408252,0.59744733,0.086076014
0.539513011,0.098314015,0.635871195,0.087040161
0.521366779,0.07544805,0.622050877,0.066018302
0.44086419,0.018975689,0.528461309,0.036860035
0.309292153,-0.065381516,0.380621819,-0.026206303
0.149252552,-0.165635469,0.211742254,-0.128868504
-0.011464799,-0.264647738,0.040100205,-0.255400425
-0.147156435,-0.343266511,-0.121532293,-0.367801081
-0.240427784,-0.38488074,-0.248330154,-0.423999896
-0.285601725,-0.380117037,-0.319132575,-0.430198231
-0.288521994,-0.330135532,-0.322299117,-0.380711019
-0.26312491,-0.247251219,-0.283919929,-0.308232861
-0.226123873,-0.152362532,-0.236788338,-0.227130089
-0.191626801,-0.069674106,-0.2057843,-0.139787644
-0.1673658,-0.02011957,-0.183115783,-0.080151268
-0.153550216,-0.015401782,-0.175980808,-0.07380445
-0.144415352,-0.054479623,-0.167076022,-0.111199174
-0.131656873,-0.123648303,-0.150467835,-0.185834469
-0.108399159,-0.200289931,-0.117133802,-0.271484071
-0.072293657,-0.259251608,-0.079665222,-0.338934638
-0.026755373,-0.279998028,-0.021092101,-0.363183091
0.019954417,-0.25244401,0.048842057,-0.326418925
0.057358979,-0.17977441,0.099108846,-0.241913795
0.076147549,-0.077472688,0.121170952,-0.116165135
0.071179737,0.031087748,0.104059852,0.016687207
0.043193237,0.121138291,0.058576882,0.121661313
-0.001232675,0.173185474,-0.000771043,0.185610079
-0.051350047,0.177978267,-0.063999747,0.193126385
-0.094988265,0.138479643,-0.125603528,0.149977186
-0.1215775,0.068482545,-0.162018187,0.072488974
-0.124676132,-0.01151272,-0.164395639,-0.023236302
-0.103450247,-0.079818634,-0.136421159,-0.098756646
-0.062868505,-0.118864146,-0.082953577,-0.147062679
-0.012676379,-0.118889797,-0.019353856,-0.141751978
0.034570801,-0.079246777,0.036806146,-0.095352141
0.066023464,-0.007279638,0.071032447,-0.008189762
0.071173383,0.084546773,0.075945743,0.104802566
0.044181923,0.182217367,0.040065548,0.214009182
-0.014509446,0.273346492,-0.032415876,0.315616597
-0.097653551,0.349181946,-0.125179007,0.408167148
-0.192017138,0.405142293,-0.2221235,0.484763654
-0.280599401,0.440100473,-0.303819172,0.541566586
-0.34599542,0.454978228,-0.368819486,0.565910939
-0.374297264,0.451323227,-0.40241675,0.562393328
-0.358635844,0.430404318,-0.402752198,0.532353188
-0.30136924,0.393061148,-0.36022421,0.474098445
-0.214114396,0.340207478,-0.286130495,0.400754468
-0.115310414,0.273634884,-0.195895289,0.307261301
-0.025693621,0.196673649,-0.096264522,0.219390408
0.037239855,0.114354081,-0.019157756,0.1383385
0.064247126,0.032925938,0.028324977,0.050684898
0.057260279,-0.041151295,0.038436636,-0.033035592
0.029126312,-0.102431946,0.018048085,-0.102582297
-3.41314e-05,-0.147523307,-0.002992274,-0.15758096
-0.008991678,-0.17560111,-0.001788293,-0.193692528
0.017647074,-0.188236118,0.042803713,-0.209846296
0.083859628,-0.188593526,0.117807666,-0.213187432
0.17987152,-0.180270635,0.235388433,-0.203835768
0.284041709,-0.166153765,0.352328753,-0.194055554
0.368658649,-0.147667217,0.450797064,-0.180434202
0.40806054,-0.124658806,0.497238134,-0.157387112
0.386654274,-0.095957563,0.480625484,-0.116319007
0.30430968,-0.060413391,0.395425185,-0.050141312
0.177322173,-0.018055194,0.250322333,0.027707134
0.034471456,0.02906083,0.073834768,0.072485133
-0.09075626,0.07667101,-0.072279178,0.116516963
-0.169469695,0.118957879,-0.172464824,0.151979317
-0.185353932,0.149938037,-0.21050325,0.183885192
-0.138867236,0.165222866,-0.17099489,0.191753535
-0.046374053,0.163615881,-0.070389984,0.188127134
0.065449757,0.147988422,0.054235181,0.174820109
0.168087045,0.125031878,0.172386441,0.155774814
0.239760287,0.103792522,0.254056781,0.140273018
0.271360175,0.093274623,0.295169814,0.133172434
0.267878411,0.099735394,0.292729905,0.143523884
0.245032698,0.124476068,0.269370497,0.179216737
0.222398186,0.162877643,0.244348037,0.223187659
0.215527976,0.205125573,0.236546915,0.27048195
0.22985641,0.23858365,0.259359644,0.307503716
0.258525966,0.251250829,0.291023439,0.315245332
0.284886293,0.235333746,0.319423731,0.292767063
0.288763252,0.189838294,0.322984983,0.246113117
0.254259237,0.121297009,0.285466016,0.177809917
0.176289545,0.042269279,0.200731412,0.087171491
0.063480187,-0.032064758,0.076978471,-0.00087226
-0.063691832,-0.088260515,-0.059455556,-0.081830129
-0.178977377,-0.118588682,-0.181951048,-0.125338662
-0.258631437,-0.123350767,-0.279237981,-0.141577357
-0.289073381,-0.110710553,-0.316496678,-0.139150835
-0.271297549,-0.093991882,-0.305600394,-0.13069946
-0.220494335,-0.087227332,-0.245613578,-0.121156791
-0.160974675,-0.100362098,-0.173319054,-0.151360877
-0.118098748,-0.135698359,-0.118436094,-0.187316495
-0.10993621,-0.186819054,-0.111428285,-0.24854429
-0.141474518,-0.240443871,-0.146739111,-0.310929748
-0.203312676,-0.280689637,-0.225907251,-0.355468955
-0.275234427,-0.294359818,-0.312247635,-0.367868335
-0.333381672,-0.275474486,-0.382911254,-0.341590672
-0.358523915,-0.227439899,-0.408821262,-0.292367058
-0.342564325,-0.162012339,-0.383397622,-0.226187575
-0.291056635,-0.095299805,-0.3164642,-0.16732578
-0.220905918,-0.042103164,-0.237275214,-0.110671384
-0.154102877,-0.010551537,-0.168172779,-0.072182412
-0.109714499,0.001017356,-0.120201271,-0.050456188
-0.096950761,0.003677275,-0.113841739,-0.043442026
-0.111745256,0.013960866,-0.136239692,-0.022378879
-0.138064039,0.047538653,-0.17180928,0.020962034
-0.153517654,0.112662041,-0.194194123,0.101563157
-0.137362204,0.205734099,-0.184465893,0.214749292
-0.078146325,0.310783414,-0.120241895,0.350861243
0.021628476,0.403364883,0.003971938,0.46812772
0.145460908,0.457893964,0.159898338,0.526042074
0.26749077,0.456149092,0.312742849,0.513126015
0.360332795,0.394105645,0.414199802,0.445027155
0.403550387,0.28463182,0.453396538,0.336025593
0.390016053,0.154810858,0.421932524,0.209510908
0.32811581,0.038383735,0.350865343,0.098923327
0.23912337,-0.034526357,0.256056117,0.028161861
0.150630969,-0.047205941,0.163591047,0.014189841
0.088161331,-0.002423515,0.097608879,0.054574707
0.067606219,0.077422346,0.06887131,0.135123901
0.090797759,0.156477882,0.095000987,0.218729117
0.145462443,0.196310469,0.156775435,0.264987888
0.20940476,0.168278913,0.228740421,0.228949278
0.257481854,0.063567937,0.288042626,0.112416572
0.269162672,-0.102370344,0.309378318,-0.076566568
0.234423564,-0.292605545,0.276734517,-0.304895147
0.156378693,-0.458206539,0.177459318,-0.513617823
0.050122442,-0.551799288,0.031132411,-0.617645465
-0.06159976,-0.541291865,-0.093331567,-0.601786835
-0.154432965,-0.419723137,-0.164754457,-0.477022108
-0.208387214,-0.208283697,-0.186591033,-0.259507439
-0.212203009,0.048459813,-0.187605776,0.01600686
-0.165213711,0.293838242,-0.162047305,0.292427222
-0.076611444,0.47368635,-0.053293138,0.509509486
0.0372919,0.550204487,0.097339313,0.601792283
0.156833987,0.511288727,0.221395918,0.56115481
0.262799802,0.372915847,0.304777959,0.416988882
0.339498094,0.174182733,0.363819618,0.212147297
0.376743513,-0.033362548,0.409247805,-0.007409033
0.370711696,-0.198991033,0.410282786,-0.192137179
0.32383529,-0.285046206,0.366270855,-0.304868294
0.243955168,-0.275091154,0.297237052,-0.286068246
0.142894893,-0.176199248,0.200600711,-0.166530504
0.034581556,-0.01533711,0.074297552,0.0095163
-0.067136513,0.168667047,-0.054226049,0.200133259
-0.150715758,0.335105257,-0.157889336,0.390043677
-0.208795555,0.450664134,-0.208100539,0.53415491
-0.239277588,0.495872055,-0.232651659,0.592325614
-0.245250877,0.467615125,-0.257198555,0.555906678
-0.233676473,0.377754694,-0.285975903,0.451283837
-0.213123676,0.248802764,-0.29679681,0.285953329
-0.191201039,0.10810933,-0.280667342,0.114696354
-0.172498416,-0.017957717,-0.248465706,-0.032290745
-0.157748147,-0.108698428,-0.214091694,-0.140032157
-0.144523183,-0.152004094,-0.180376874,-0.194018845
-0.129233953,-0.145384016,-0.151186238,-0.189035174
-0.109664031,-0.095308972,-0.11810475,-0.136452155
-0.087008239,-0.01525262,-0.091823021,-0.037964578
-0.066483161,0.077149775,-0.071849256,0.059530177
-0.056068529,0.163412309,-0.073357831,0.160180319
-0.063655869,0.227549884,-0.09175656,0.237019113
-0.093568458,0.258989911,-0.137527195,0.282498243
-0.143799289,0.254525289,-0.197339446,0.277622789
-0.20520834,0.218840848,-0.27276948,0.234298226
-0.263315752,0.163347605,-0.335220785,0.174363384
-0.302404267,0.103413909,-0.380903466,0.108239705
-0.310723521,0.05451372,-0.385203712,0.052680164
-0.285020755,0.0281847,-0.348420185,0.019421458
-0.232657153,0.028855655,-0.28520805,0.009758031
-0.170252273,0.052467106,-0.213460075,0.036191474
-0.118939717,0.087369811,-0.156908172,0.08015417
-0.09753881,0.117353833,-0.137741666,0.115917214
-0.115813008,0.1260264,-0.160451307,0.133916245
-0.170154758,0.10132986,-0.227817499,0.101875008
-0.243394003,0.038923978,-0.3055456,0.028038043
-0.30914187,-0.056513337,-0.382236636,-0.077258894
-0.339560966,-0.172384097,-0.421904724,-0.199465298
-0.314216272,-0.29126041,-0.395675354,-0.335138551
-0.227152936,-0.394980905,-0.301503369,-0.463191032
-0.089784388,-0.468525036,-0.146011918,-0.558863151
0.071548088,-0.502605705,0.033710543,-0.605938604
0.222766307,-0.494430394,0.212289055,-0.613780504
0.331832384,-0.446741061,0.336677217,-0.572824282
0.378038052,-0.365811718,0.422681126,-0.482399456
0.357828637,-0.259355659,0.4406849,-0.338909968
0.2852804,-0.135180611,0.381845715,-0.160894434
0.187094471,-0.000986074,0.267828414,0.024672189
0.093781324,0.134894102,0.144770309,0.17895177
0.029970961,0.262497512,0.055710275,0.321211659
0.007059081,0.369874864,0.030476265,0.445392428
0.020586202,0.444052039,0.048460519,0.530455845
0.053117184,0.473457701,0.088786668,0.559623874
0.081500026,0.451282855,0.108268292,0.538577174
0.085886408,0.378685151,0.086011544,0.46280846
0.057311422,0.266556589,0.035906538,0.343051613
0.001161029,0.134852436,-0.044137487,0.188083234
-0.06468067,0.009176122,-0.108699139,0.039809988
-0.116326759,-0.084784857,-0.156049875,-0.071899949
-0.132700673,-0.127577337,-0.16341021,-0.134986052
-0.103512872,-0.111250774,-0.133312243,-0.124926007
-0.033528927,-0.041922628,-0.050541642,-0.045958024
0.058444666,0.06131103,0.043395653,0.067775424
0.145569813,0.171020437,0.138795439,0.199920872
0.201924448,0.258467392,0.207768198,0.296537
0.21127728,0.301080666,0.225043149,0.346939201
0.172614142,0.288268358,0.179449798,0.338293635
0.100458559,0.223914279,0.088113169,0.275688275
0.01984117,0.124873988,-0.000251617,0.159029499
-0.042355446,0.01596439,-0.0626656,0.030373299
-0.066675028,-0.077037545,-0.075514856,-0.080973129
-0.047758508,-0.134321467,-0.046109149,-0.148836048
0.003923041,-0.146915257,0.030630727,-0.160707786
0.065887706,-0.118201649,0.103441526,-0.129421128
0.111694779,-0.061830522,0.155399215,-0.066211705
0.120433306,0.003137835,0.158160943,0.015457975
0.08434582,0.058240515,0.114885245,0.07674382
0.011927016,0.090901862,0.026641957,0.111520211
-0.074600853,0.097470756,-0.078527258,0.112573352
-0.146595904,0.083258163,-0.168022338,0.094221691
-0.178606247,0.059800024,-0.216161233,0.061768362
-0.157019593,0.040414103,-0.193736935,0.03489459
-0.084834499,0.035577863,-0.113044884,0.03060774
0.019028172,0.049606146,0.009226787,0.048914562
0.125596355,0.079597634,0.131961965,0.093772598
0.204888728,0.116835678,0.221786914,0.143485007
0.235097876,0.150035301,0.267939348,0.186503941
0.208918036,0.169274845,0.236554306,0.213888431
0.135068525,0.169297595,0.151653257,0.220100153
0.034740012,0.151140225,0.030948514,0.205210893
-0.065600038,0.121630717,-0.086505182,0.161733273
-0.142455385,0.090997,-0.175310327,0.114872268
-0.181802334,0.069414901,-0.227574913,0.082966572
-0.181810584,0.063624424,-0.227651449,0.068851057
-0.151190513,0.074680732,-0.197495131,0.070988993
-0.104154836,0.097519541,-0.146150499,0.096171601
-0.054135564,0.12244105,-0.095162883,0.131182866
-0.008722954,0.138034525,-0.035759575,0.149360292
0.032299762,0.134650408,0.010739443,0.150699782
0.075221035,0.107390751,0.064820936,0.130393082
0.127822417,0.057756475,0.129654239,0.082032113
0.193925152,-0.006503105,0.210502047,0.015282419
0.269381919,-0.073274398,0.303818736,-0.048970824
0.341299688,-0.129153744,0.396853642,-0.122483334
0.391058972,-0.16285785,0.456603097,-0.175573532
0.400236755,-0.168051534,0.47662662,-0.190277884
0.357381077,-0.144859376,0.436389431,-0.154813642
0.263153782,-0.099702272,0.340295675,-0.085443762
0.131823001,-0.043555198,0.193539148,-0.016695706
-0.01170362,0.010865348,0.018793317,0.034593017
-0.138578318,0.052213684,-0.127971632,0.068277927
-0.224393035,0.073108426,-0.235679576,0.079406051
-0.256537916,0.071560111,-0.287046446,0.072655631
-0.238095729,0.050925425,-0.273256498,0.047016422
-0.186917259,0.018492127,-0.216452482,-0.001465639
-0.130076108,-0.016831017,-0.155173013,-0.046656916
-0.095401049,-0.047017925,-0.111471866,-0.070156006
-0.102732542,-0.066899527,-0.115963793,-0.095952758
-0.157639647,-0.075073854,-0.181609555,-0.110509867
-0.24954527,-0.073559244,-0.285954666,-0.118949251
-0.354811426,-0.066392177,-0.411755667,-0.096950332
-0.443792628,-0.057697729,-0.517827854,-0.070023214
-0.489669024,-0.049917374,-0.572670853,-0.053797223
-0.476386234,-0.042813862,-0.566326417,-0.044187691
-0.403378746,-0.033602824,-0.482880647,-0.064908515
-0.285791209,-0.018169129,-0.349654295,-0.07859074
-0.150282747,0.007060439,-0.191548233,-0.054586343
-0.027768027,0.043267235,-0.05183792,-0.004960171
0.054757534,0.088116068,0.034197657,0.060662467
0.081040268,0.135835929,0.062802794,0.133622241
0.049298993,0.178582162,0.029572772,0.193986064
-0.027912934,0.208701009,-0.056848545,0.233145958
-0.127413963,0.221167097,-0.169601426,0.248977134
-0.221489616,0.215348136,-0.276368403,0.254444027
-0.28472677,0.195424372,-0.346662142,0.233027511
-0.299936978,0.169211756,-0.371068466,0.203119878
-0.261909166,0.145676412,-0.338624525,0.166029835
-0.178343848,0.131904078,-0.240641851,0.131826645
-0.067968282,0.130532101,-0.122075333,0.134545248
0.04362871,0.138563707,0.002110355,0.151200613
0.129543157,0.148073857,0.107783436,0.176500561
0.16740894,0.148703964,0.160391735,0.191088354
0.144464193,0.131226803,0.140959789,0.179149825
0.060850992,0.091052813,0.042894186,0.1363713
-0.069591304,0.030495654,-0.104056438,0.05802471
-0.221400049,-0.041044729,-0.267070812,-0.029135232
-0.362278418,-0.109184161,-0.427788962,-0.109705725
-0.459851051,-0.15840636,-0.551188866,-0.151161688
-0.489073993,-0.176535924,-0.592612222,-0.164214861
-0.438620852,-0.158455241,-0.52371292,-0.173551109
-0.314563415,-0.107881145,-0.373102414,-0.156498568
-0.140119207,-0.036600053,-0.15980383,-0.092754709
0.04888224,0.038648465,0.051833747,0.008263918
0.212042289,0.100705756,0.235185281,0.098792541
0.314115195,0.136560201,0.359243788,0.157228032
0.333921912,0.140552349,0.388891948,0.171129315
0.269972761,0.115269164,0.310885008,0.154186169
0.141062246,0.069927827,0.154936,0.11612553
-0.0185651,0.016860314,-0.023108104,0.051153369
-0.168316416,-0.03268681,-0.183050764,-0.022304832
-0.272141569,-0.072026841,-0.309356937,-0.076002739
-0.308099151,-0.100645816,-0.358989539,-0.120089418
-0.273774797,-0.123469399,-0.314797819,-0.157230938
-0.185911376,-0.148107484,-0.208879762,-0.197887524
-0.07435267,-0.181092565,-0.076665168,-0.234552298
0.027828736,-0.224472099,0.04719986,-0.279114877
0.094921029,-0.273996178,0.125589069,-0.328269574
0.116513549,-0.319601109,0.147363579,-0.376611954
0.100232005,-0.348109492,0.124520669,-0.406479413
0.06837114,-0.347309942,0.096447124,-0.406126232
0.049514845,-0.31009766,0.085573584,-0.364106393
0.06790507,-0.237309988,0.115081793,-0.268967119
